"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.981236612E1,1.085243225E-1,3.028202820E-1,9.780361633E0
2.982238012E1,9.325607300E-2,2.936892700E-1,9.771529999E0
2.983239312E1,1.080752563E-1,3.047662354E-1,9.777966614E0
2.984240612E1,1.100212097E-1,3.007246399E-1,9.789941711E0
2.985242012E1,1.121168518E-1,3.076103210E-1,9.758956146E0
2.986243312E1,1.231938171E-1,2.963836670E-1,9.765991516E0
2.987244612E1,1.031355286E-1,2.998265076E-1,9.779463501E0
2.988246012E1,1.032852173E-1,3.028202820E-1,9.771230621E0
2.989247312E1,1.002914429E-1,3.001258850E-1,9.786498871E0
2.990248613E1,1.134640503E-1,3.010240173E-1,9.776619415E0
2.991250013E1,1.206491089E-1,3.140469360E-1,9.774374084E0
2.992251312E1,1.019380188E-1,2.966830444E-1,9.772577820E0
2.993252612E1,1.043330383E-1,3.014730835E-1,9.768536224E0
2.994254012E1,1.055305481E-1,2.869532776E-1,9.778864746E0
2.995255312E1,1.137634277E-1,2.980302429E-1,9.774224396E0
2.996256712E1,1.122665405E-1,2.977308655E-1,9.776619415E0
2.997258012E1,1.221459961E-1,2.897973633E-1,9.764195251E0
2.998259312E1,1.109193420E-1,2.944377136E-1,9.776020660E0
2.999260712E1,9.894424438E-2,2.924917603E-1,9.777816925E0
3.000262012E1,1.095721436E-1,3.046165466E-1,9.757908325E0
3.001263313E1,1.016386414E-1,3.005749512E-1,9.763446808E0
3.002264713E1,1.055305481E-1,2.954855347E-1,9.770931244E0
3.003266012E1,1.170565796E-1,2.935395813E-1,9.774523773E0
3.004267312E1,1.065783691E-1,2.980302429E-1,9.781259766E0
3.005268712E1,1.143621826E-1,3.043171692E-1,9.767189026E0
3.006270012E1,1.110690308E-1,3.011737061E-1,9.763596497E0
3.007271312E1,1.040336609E-1,3.001258850E-1,9.766141205E0
3.008272712E1,1.167572021E-1,2.966830444E-1,9.787995758E0
3.009274012E1,1.193019104E-1,2.990780640E-1,9.761201477E0
3.010275312E1,1.142124939E-1,3.053649902E-1,9.770033112E0
3.011276712E1,1.094224548E-1,2.995271301E-1,9.771529999E0
3.012278013E1,1.050814819E-1,3.041674805E-1,9.758357391E0
3.013279312E1,1.127156067E-1,2.959346008E-1,9.776020660E0
3.014280712E1,1.166075134E-1,2.954855347E-1,9.776619415E0
3.015282012E1,1.242416382E-1,2.989283752E-1,9.764943695E0
3.016283312E1,1.092727661E-1,3.034190369E-1,9.770931244E0
3.017284712E1,1.113684082E-1,2.887495422E-1,9.760602722E0
3.018286012E1,1.100212097E-1,2.968327332E-1,9.773326263E0
3.019287312E1,1.140628052E-1,2.980302429E-1,9.775122528E0
3.020288712E1,1.145118713E-1,2.981799316E-1,9.771979065E0
3.021290012E1,1.207987976E-1,2.936892700E-1,9.767189026E0
3.022291412E1,1.109193420E-1,2.914439392E-1,9.761500854E0
3.023292713E1,1.216969299E-1,3.041674805E-1,9.772128754E0
3.024294012E1,1.097218323E-1,3.116519165E-1,9.764494629E0
3.025295412E1,1.016386414E-1,2.944377136E-1,9.773326263E0
3.026296712E1,1.140628052E-1,2.894979858E-1,9.776918793E0
3.027298012E1,1.155596924E-1,3.064128113E-1,9.780661011E0
3.028299412E1,1.230441284E-1,2.930905151E-1,9.772877197E0
3.029300712E1,1.094224548E-1,3.008743286E-1,9.777367859E0
3.030302012E1,1.103205872E-1,2.963836670E-1,9.783954163E0
3.031303412E1,1.157093811E-1,3.079096985E-1,9.780511322E0
3.032304712E1,1.062789917E-1,3.020718384E-1,9.775272217E0
3.033306013E1,1.071771240E-1,3.025209045E-1,9.773625641E0
3.034307413E1,1.221459961E-1,2.924917603E-1,9.770182800E0
3.035308712E1,9.580078125E-2,2.951861572E-1,9.773475952E0
3.036310012E1,1.071771240E-1,2.974314880E-1,9.778116302E0
3.037311412E1,1.104702759E-1,2.999761963E-1,9.770332489E0
3.038312712E1,1.035845947E-1,3.014730835E-1,9.776020660E0
3.039314012E1,1.125659180E-1,2.884501648E-1,9.778116302E0
3.040315412E1,1.136137390E-1,2.902464294E-1,9.775571594E0
3.041316712E1,1.149609375E-1,2.953358459E-1,9.772727509E0
3.042318012E1,1.100212097E-1,2.987786865E-1,9.769584045E0
3.043319412E1,1.023870850E-1,2.868035889E-1,9.776020660E0
3.044320713E1,9.580078125E-2,2.975811768E-1,9.779164124E0
3.045322012E1,1.149609375E-1,2.984793091E-1,9.776020660E0
3.046323412E1,1.097218323E-1,2.986289978E-1,9.770033112E0
3.047324712E1,1.173559570E-1,3.020718384E-1,9.775721283E0
3.048326112E1,1.154100037E-1,3.007246399E-1,9.778715057E0
3.049327412E1,1.100212097E-1,3.037184143E-1,9.768386536E0
3.050328712E1,1.122665405E-1,3.040177917E-1,9.770033112E0
3.051330112E1,1.202000427E-1,2.930905151E-1,9.783804474E0
3.052331412E1,1.149609375E-1,2.906954956E-1,9.777667236E0
3.053332712E1,1.145118713E-1,2.975811768E-1,9.781259766E0
3.054334112E1,1.071771240E-1,3.016227722E-1,9.772727509E0
3.055335413E1,1.140628052E-1,3.038681030E-1,9.770482178E0
3.056336712E1,1.098715210E-1,2.957849121E-1,9.770332489E0
3.057338112E1,1.128652954E-1,2.933898926E-1,9.778415680E0
3.058339412E1,1.110690308E-1,2.996768188E-1,9.774823151E0
3.059340712E1,1.055305481E-1,2.989283752E-1,9.767488403E0
3.060342112E1,1.121168518E-1,2.911445618E-1,9.777367859E0
3.061343412E1,1.194515991E-1,2.862048340E-1,9.769584045E0
3.062344712E1,1.161584473E-1,3.019221497E-1,9.771380310E0
3.063346112E1,1.061293030E-1,3.028202820E-1,9.776918793E0
3.064347412E1,1.176553345E-1,3.041674805E-1,9.765243073E0
3.065348713E1,1.130149841E-1,2.965333557E-1,9.778565369E0
3.066350113E1,1.204994202E-1,2.915936279E-1,9.775721283E0
3.067351412E1,1.071771240E-1,3.032693481E-1,9.770033112E0
3.068352712E1,1.164578247E-1,2.971321106E-1,9.775122528E0
3.069354112E1,1.080752563E-1,2.957849121E-1,9.770332489E0
3.070355412E1,1.101708984E-1,2.927911377E-1,9.770631866E0
3.071356712E1,1.032852173E-1,2.948867798E-1,9.769584045E0
3.072358112E1,1.187031555E-1,2.962339783E-1,9.777367859E0
3.073359412E1,1.125659180E-1,2.953358459E-1,9.783205719E0
3.074360812E1,9.984237671E-2,3.058140564E-1,9.754615173E0
3.075362112E1,1.089733887E-1,3.085084534E-1,9.771679688E0
3.076363413E1,1.113684082E-1,3.067121887E-1,9.773326263E0
3.077364813E1,1.091230774E-1,3.037184143E-1,9.762099609E0
3.078366112E1,1.100212097E-1,2.923420715E-1,9.755962372E0
3.079367412E1,1.094224548E-1,3.016227722E-1,9.781110077E0
3.080368812E1,1.206491089E-1,3.046165466E-1,9.772428131E0
3.081370112E1,1.041833496E-1,3.028202820E-1,9.779762878E0
3.082371412E1,1.097218323E-1,2.929408264E-1,9.775272217E0
3.083372812E1,1.103205872E-1,2.944377136E-1,9.775122528E0
3.084374112E1,1.119671631E-1,2.974314880E-1,9.770931244E0
3.085375412E1,1.107696533E-1,3.046165466E-1,9.767338715E0
3.086376812E1,9.774673462E-2,3.031196594E-1,9.767189026E0
3.087378113E1,1.034349060E-1,2.782713318E-1,9.761351166E0
3.088379412E1,1.064286804E-1,2.868035889E-1,9.770631866E0
3.089380812E1,1.052311707E-1,3.213816833E-1,9.777816925E0
3.090382104E1,1.032852173E-1,2.888992310E-1,9.770931244E0
3.091383404E1,1.145118713E-1,2.957849121E-1,9.774374084E0
3.092384804E1,1.116677856E-1,2.926414490E-1,9.779762878E0
3.093386104E1,1.115180969E-1,2.827619934E-1,9.779762878E0
3.094387404E1,1.059796143E-1,2.820135498E-1,9.774374084E0
3.095388804E1,1.115180969E-1,2.920426941E-1,9.769134979E0
3.096390104E1,1.184037781E-1,2.941383362E-1,9.779014435E0
3.097391404E1,1.121168518E-1,2.969824219E-1,9.770033112E0
3.098392804E1,1.173559570E-1,3.146456909E-1,9.775421906E0
3.099394104E1,1.055305481E-1,2.963836670E-1,9.769134979E0
3.100395504E1,1.041833496E-1,2.966830444E-1,9.783505096E0
3.101396804E1,1.113684082E-1,2.983296204E-1,9.786349182E0
3.102398104E1,1.202000427E-1,2.966830444E-1,9.764195251E0
3.103399504E1,1.203497314E-1,3.005749512E-1,9.761500854E0
3.104400804E1,1.065783691E-1,3.073109436E-1,9.777068481E0
3.105402104E1,1.107696533E-1,3.005749512E-1,9.771380310E0
3.106403504E1,9.969268799E-2,3.023712158E-1,9.768685913E0
3.107404804E1,1.149609375E-1,2.902464294E-1,9.774074707E0
3.108406104E1,1.128652954E-1,2.978805542E-1,9.770332489E0
3.109407504E1,1.082249451E-1,3.059637451E-1,9.778565369E0
3.110408804E1,1.088237000E-1,2.957849121E-1,9.768835602E0
3.111410104E1,1.140628052E-1,2.942880249E-1,9.759255524E0
3.112411504E1,1.080752563E-1,2.920426941E-1,9.767039337E0
3.113412804E1,1.026864624E-1,3.251239014E-1,9.772128754E0
3.114414104E1,1.191522217E-1,2.954855347E-1,9.769284668E0
3.115415504E1,1.152603149E-1,2.936892700E-1,9.773326263E0
3.116416804E1,1.113684082E-1,2.978805542E-1,9.780211945E0
3.117418104E1,1.104702759E-1,2.953358459E-1,9.776918793E0
3.118419504E1,1.079255676E-1,2.987786865E-1,9.771529999E0
3.119420804E1,9.595046997E-2,2.917433167E-1,9.772727509E0
3.120422104E1,1.101708984E-1,3.040177917E-1,9.770631866E0
3.121423504E1,1.064286804E-1,3.034190369E-1,9.772727509E0
3.122424804E1,1.125659180E-1,2.974314880E-1,9.779613190E0
3.123426104E1,1.139131165E-1,3.056643677E-1,9.783654785E0
3.124427504E1,1.109193420E-1,2.930905151E-1,9.780960388E0
3.125428804E1,1.049317932E-1,2.986289978E-1,9.771979065E0
3.126430204E1,1.067280579E-1,3.059637451E-1,9.767039337E0
3.127431504E1,1.107696533E-1,3.095562744E-1,9.774823151E0
3.128432804E1,1.160087585E-1,2.877017212E-1,9.775122528E0
3.129434204E1,1.142124939E-1,2.977308655E-1,9.770781555E0
3.130435504E1,1.059796143E-1,2.971321106E-1,9.780960388E0
3.131436804E1,1.091230774E-1,3.106040955E-1,9.780661011E0
3.132438204E1,1.166075134E-1,2.926414490E-1,9.756710815E0
3.133439504E1,1.035845947E-1,3.008743286E-1,9.778415680E0
3.134440804E1,1.109193420E-1,2.942880249E-1,9.782457275E0
3.135442204E1,1.142124939E-1,2.908451843E-1,9.771380310E0
3.136443504E1,1.029858398E-1,3.010240173E-1,9.778265991E0
3.137444804E1,1.169068909E-1,2.981799316E-1,9.778565369E0
3.138446204E1,1.225950623E-1,2.939886475E-1,9.776170349E0
3.139447504E1,1.158590698E-1,2.941383362E-1,9.775421906E0
3.140448804E1,1.121168518E-1,3.070115662E-1,9.780361633E0
3.141450204E1,1.037342834E-1,3.004252625E-1,9.781259766E0
3.142451504E1,1.152603149E-1,2.975811768E-1,9.769284668E0
3.143452804E1,1.121168518E-1,3.097059631E-1,9.768536224E0
3.144454204E1,1.196012878E-1,2.966830444E-1,9.762848053E0
3.145455504E1,1.163081360E-1,3.077600098E-1,9.782307587E0
3.146456804E1,9.999206543E-2,3.028202820E-1,9.760453033E0
3.147458204E1,1.023870850E-1,3.050656128E-1,9.780062256E0
3.148459504E1,1.005908203E-1,2.977308655E-1,9.779164124E0
3.149460804E1,1.161584473E-1,2.983296204E-1,9.785600739E0
3.150462204E1,1.142124939E-1,2.996768188E-1,9.771679688E0
3.151463504E1,1.176553345E-1,3.041674805E-1,9.764344940E0
3.152464904E1,9.909393311E-2,2.948867798E-1,9.777816925E0
3.153466204E1,1.014889526E-1,2.975811768E-1,9.780211945E0
3.154467504E1,1.122665405E-1,2.944377136E-1,9.765841827E0
3.155468904E1,1.080752563E-1,2.911445618E-1,9.777367859E0
3.156470204E1,1.149609375E-1,3.038681030E-1,9.762249298E0
3.157471504E1,1.026864624E-1,2.930905151E-1,9.763446808E0
3.158472904E1,1.088237000E-1,2.938389587E-1,9.779463501E0
3.159474204E1,1.131646729E-1,3.013233948E-1,9.771380310E0
3.160475504E1,1.213975525E-1,2.956352234E-1,9.786498871E0
3.161476904E1,9.954299927E-2,3.032693481E-1,9.773326263E0
3.162478204E1,1.055305481E-1,3.089575195E-1,9.779762878E0
3.163479504E1,1.029858398E-1,3.011737061E-1,9.774823151E0
3.164480904E1,1.040336609E-1,3.019221497E-1,9.778715057E0
3.165482204E1,1.100212097E-1,3.055146790E-1,9.776320038E0
3.166483504E1,1.124162292E-1,2.920426941E-1,9.771230621E0
3.167484904E1,1.169068909E-1,2.996768188E-1,9.781259766E0
3.168486204E1,1.098715210E-1,3.052153015E-1,9.773475952E0
3.169487504E1,1.055305481E-1,3.067121887E-1,9.764195251E0
3.170488904E1,1.116677856E-1,2.887495422E-1,9.774224396E0
3.171490204E1,1.136137390E-1,2.975811768E-1,9.780810699E0
3.172491504E1,1.245410156E-1,3.008743286E-1,9.783505096E0
3.173492904E1,1.145118713E-1,2.960842896E-1,9.767488403E0
3.174494204E1,1.139131165E-1,2.936892700E-1,9.769883423E0
3.175495504E1,1.140628052E-1,2.957849121E-1,9.772128754E0
3.176496904E1,1.206491089E-1,2.850073242E-1,9.781110077E0
3.177498204E1,1.128652954E-1,2.921923828E-1,9.766590271E0
3.178499504E1,1.124162292E-1,3.047662354E-1,9.770482178E0
3.179500904E1,1.110690308E-1,3.053649902E-1,9.756561127E0
3.180502204E1,9.819580078E-2,3.118016052E-1,9.775272217E0
3.181503604E1,9.699829102E-2,2.972817993E-1,9.772428131E0
3.182504904E1,1.094224548E-1,2.909948730E-1,9.772577820E0
3.183506204E1,1.083746338E-1,2.954855347E-1,9.776469727E0
3.184507604E1,1.073268127E-1,3.046165466E-1,9.775721283E0
3.185508904E1,1.070274353E-1,3.034190369E-1,9.777218170E0
3.186510204E1,1.160087585E-1,2.941383362E-1,9.762698364E0
3.187511604E1,1.065783691E-1,3.007246399E-1,9.762997742E0
3.188512904E1,1.092727661E-1,2.945874023E-1,9.770033112E0
3.189514204E1,1.053808594E-1,3.007246399E-1,9.761351166E0
3.190515650E1,1.149609375E-1,2.927911377E-1,9.778565369E0
3.191516950E1,1.131646729E-1,2.938389587E-1,9.777218170E0
3.192518250E1,1.151106262E-1,3.026705933E-1,9.767937469E0
3.193519650E1,1.068777466E-1,2.932402039E-1,9.774972839E0
3.194520950E1,1.088237000E-1,3.019221497E-1,9.775122528E0
3.195522250E1,1.035845947E-1,2.975811768E-1,9.771080933E0
3.196523650E1,1.142124939E-1,2.975811768E-1,9.774523773E0
3.197524950E1,1.037342834E-1,2.987786865E-1,9.775122528E0
3.198526250E1,1.130149841E-1,3.035687256E-1,9.768386536E0
3.199527650E1,1.101708984E-1,3.002755737E-1,9.776020660E0
3.200528950E1,1.125659180E-1,3.007246399E-1,9.776170349E0
3.201530250E1,1.052311707E-1,2.948867798E-1,9.779912567E0
3.202531650E1,1.127156067E-1,2.978805542E-1,9.772877197E0
3.203532950E1,1.050814819E-1,2.959346008E-1,9.766440582E0
3.204534250E1,1.088237000E-1,3.044668579E-1,9.779912567E0
3.205535650E1,1.222956848E-1,2.918930054E-1,9.772428131E0
3.206536950E1,1.175056458E-1,2.972817993E-1,9.780511322E0
3.207538250E1,1.175056458E-1,2.968327332E-1,9.767338715E0
3.208539650E1,1.050814819E-1,2.992277527E-1,9.777517548E0
3.209540950E1,1.112187195E-1,2.880010986E-1,9.786498871E0
3.210542250E1,9.864486694E-2,2.920426941E-1,9.765841827E0
3.211543650E1,1.116677856E-1,2.914439392E-1,9.786947937E0
3.212544950E1,1.152603149E-1,2.983296204E-1,9.789342957E0
3.213546350E1,1.065783691E-1,2.978805542E-1,9.782157898E0
3.214547650E1,1.178050232E-1,3.046165466E-1,9.758207703E0
3.215548950E1,1.191522217E-1,3.082090759E-1,9.769284668E0
3.216550350E1,1.071771240E-1,2.932402039E-1,9.776769104E0
3.217551650E1,1.121168518E-1,3.001258850E-1,9.782008209E0
3.218552950E1,1.145118713E-1,3.028202820E-1,9.771380310E0
3.219554350E1,1.011895752E-1,3.064128113E-1,9.774374084E0
3.220555650E1,9.789642334E-2,3.050656128E-1,9.774224396E0
3.221556950E1,1.155596924E-1,2.885998535E-1,9.769434357E0
3.222558350E1,1.131646729E-1,2.986289978E-1,9.778864746E0
3.223559650E1,1.161584473E-1,2.905458069E-1,9.768087158E0
3.224560950E1,1.065783691E-1,2.953358459E-1,9.768087158E0
3.225562350E1,1.154100037E-1,2.995271301E-1,9.774972839E0
3.226563650E1,1.133143616E-1,3.038681030E-1,9.780960388E0
3.227564950E1,1.207987976E-1,2.965333557E-1,9.772428131E0
3.228566350E1,1.055305481E-1,3.076103210E-1,9.759105835E0
3.229567650E1,1.145118713E-1,3.053649902E-1,9.772727509E0
3.230568950E1,1.160087585E-1,2.938389587E-1,9.780062256E0
3.231570350E1,9.939331055E-2,2.924917603E-1,9.766889648E0
3.232571650E1,9.699829102E-2,2.962339783E-1,9.768685913E0
3.233572950E1,1.131646729E-1,2.856060791E-1,9.778116302E0
3.234574350E1,1.061293030E-1,2.920426941E-1,9.774074707E0
3.235575650E1,1.086740112E-1,3.086581421E-1,9.783804474E0
3.236576950E1,1.127156067E-1,3.077600098E-1,9.781708832E0
3.237578350E1,1.055305481E-1,3.118016052E-1,9.780511322E0
3.238579650E1,1.112187195E-1,3.100053406E-1,9.783954163E0
3.239581050E1,1.065783691E-1,2.968327332E-1,9.773925018E0
3.240582350E1,1.124162292E-1,3.022215271E-1,9.773775330E0
3.241583650E1,1.163081360E-1,2.933898926E-1,9.785750427E0
3.242585050E1,1.046324158E-1,2.959346008E-1,9.776619415E0
3.243586350E1,1.101708984E-1,2.927911377E-1,9.769284668E0
3.244587650E1,1.134640503E-1,2.851570129E-1,9.775122528E0
3.245589050E1,9.939331055E-2,3.028202820E-1,9.778715057E0
3.246590350E1,9.954299927E-2,2.962339783E-1,9.760153656E0
3.247591650E1,1.040336609E-1,2.909948730E-1,9.777068481E0
3.248593050E1,1.073268127E-1,2.938389587E-1,9.780361633E0
3.249594350E1,1.154100037E-1,3.065625000E-1,9.774972839E0
3.250595650E1,1.085243225E-1,3.032693481E-1,9.770631866E0
3.251597050E1,1.095721436E-1,2.944377136E-1,9.776170349E0
3.252598350E1,1.059796143E-1,3.014730835E-1,9.771230621E0
3.253599650E1,1.058299255E-1,2.932402039E-1,9.777068481E0
3.254601050E1,1.065783691E-1,2.992277527E-1,9.776170349E0
3.255602350E1,1.020877075E-1,2.945874023E-1,9.771230621E0
3.256603650E1,1.059796143E-1,2.971321106E-1,9.783056030E0
3.257605050E1,1.169068909E-1,2.978805542E-1,9.784552917E0
3.258606350E1,1.118174744E-1,2.926414490E-1,9.775571594E0
3.259607650E1,9.729766846E-2,2.960842896E-1,9.770182800E0
3.260609050E1,1.110690308E-1,3.002755737E-1,9.766739960E0
3.261610350E1,1.187031555E-1,2.977308655E-1,9.767787781E0
3.262611650E1,1.077758789E-1,2.975811768E-1,9.779762878E0
3.263613050E1,1.068777466E-1,3.029699707E-1,9.773625641E0
3.264614350E1,1.148112488E-1,3.068618774E-1,9.776918793E0
3.265615650E1,1.216969299E-1,3.008743286E-1,9.769134979E0
3.266617050E1,1.151106262E-1,3.056643677E-1,9.765542450E0
3.267618350E1,1.109193420E-1,2.974314880E-1,9.769733734E0
3.268619650E1,1.199006653E-1,2.933898926E-1,9.764943695E0
3.269621050E1,1.115180969E-1,3.023712158E-1,9.774673462E0
3.270622350E1,1.176553345E-1,2.933898926E-1,9.778265991E0
3.271623750E1,1.160087585E-1,2.930905151E-1,9.764644318E0
3.272625050E1,1.142124939E-1,3.029699707E-1,9.767338715E0
3.273626350E1,1.103205872E-1,2.938389587E-1,9.777068481E0
3.274627750E1,1.136137390E-1,2.860551453E-1,9.782606964E0
3.275629050E1,1.164578247E-1,3.112028503E-1,9.769883423E0
3.276630350E1,1.086740112E-1,3.011737061E-1,9.776619415E0
3.277631750E1,1.068777466E-1,2.990780640E-1,9.778565369E0
3.278633050E1,1.184037781E-1,2.999761963E-1,9.778265991E0
3.279634350E1,1.182540894E-1,3.088078308E-1,9.764943695E0
3.280635750E1,1.077758789E-1,3.046165466E-1,9.770182800E0
3.281637050E1,1.200503540E-1,3.014730835E-1,9.767787781E0
3.282638350E1,1.136137390E-1,2.944377136E-1,9.762548676E0
3.283639750E1,1.110690308E-1,2.877017212E-1,9.765991516E0
3.284641050E1,1.041833496E-1,2.924917603E-1,9.767488403E0
3.285642350E1,9.385482788E-2,3.007246399E-1,9.778565369E0
3.286643750E1,1.110690308E-1,2.909948730E-1,9.769134979E0
3.287645050E1,1.056802368E-1,2.965333557E-1,9.772727509E0
3.288646350E1,1.139131165E-1,2.986289978E-1,9.775721283E0
3.289647750E1,1.089733887E-1,2.945874023E-1,9.775122528E0
3.290649062E1,1.131646729E-1,3.040177917E-1,9.767488403E0
3.291650362E1,1.055305481E-1,3.058140564E-1,9.764644318E0
3.292651762E1,1.133143616E-1,3.007246399E-1,9.779463501E0
3.293653062E1,1.061293030E-1,2.983296204E-1,9.764344940E0
3.294654362E1,1.191522217E-1,3.004252625E-1,9.779613190E0
3.295655762E1,9.909393311E-2,2.989283752E-1,9.776769104E0
3.296657062E1,1.233435059E-1,3.044668579E-1,9.772278442E0
3.297658362E1,1.023870850E-1,2.999761963E-1,9.779912567E0
3.298659762E1,1.043330383E-1,3.031196594E-1,9.794881439E0
3.299661063E1,1.210981750E-1,3.119512939E-1,9.776170349E0
3.300662463E1,1.104702759E-1,3.016227722E-1,9.774673462E0
3.301663762E1,1.080752563E-1,3.041674805E-1,9.776769104E0
3.302665062E1,1.026864624E-1,2.797682190E-1,9.760602722E0
3.303666462E1,1.128652954E-1,2.891986084E-1,9.775122528E0
3.304667762E1,1.199006653E-1,3.022215271E-1,9.771679688E0
3.305669062E1,1.037342834E-1,3.016227722E-1,9.769134979E0
3.306670462E1,1.097218323E-1,3.037184143E-1,9.773326263E0
3.307671762E1,1.137634277E-1,2.971321106E-1,9.781708832E0
3.308673062E1,1.052311707E-1,2.912942505E-1,9.764794006E0
3.309674462E1,1.085243225E-1,2.877017212E-1,9.770931244E0
3.310675763E1,1.073268127E-1,3.035687256E-1,9.774823151E0
3.311677062E1,1.101708984E-1,2.978805542E-1,9.770182800E0
3.312678462E1,1.067280579E-1,3.002755737E-1,9.756561127E0
3.313679762E1,1.043330383E-1,2.965333557E-1,9.772877197E0
3.314681062E1,1.164578247E-1,2.984793091E-1,9.771230621E0
3.315682462E1,1.098715210E-1,2.899470520E-1,9.775421906E0
3.316683762E1,1.124162292E-1,2.968327332E-1,9.772727509E0
3.317685062E1,1.169068909E-1,3.079096985E-1,9.782457275E0
3.318686462E1,1.016386414E-1,3.034190369E-1,9.753866730E0
3.319687762E1,1.058299255E-1,3.049159241E-1,9.770482178E0
3.320689063E1,9.804611206E-2,2.954855347E-1,9.759405212E0
3.321690463E1,1.119671631E-1,2.999761963E-1,9.776918793E0
3.322691762E1,1.098715210E-1,2.941383362E-1,9.760453033E0
3.323693062E1,1.131646729E-1,3.065625000E-1,9.760153656E0
3.324694462E1,1.109193420E-1,2.966830444E-1,9.768386536E0
3.325695762E1,1.118174744E-1,3.040177917E-1,9.771230621E0
3.326697062E1,1.071771240E-1,2.951861572E-1,9.761351166E0
3.327698462E1,1.143621826E-1,3.062631226E-1,9.787546692E0
3.328699762E1,1.136137390E-1,2.998265076E-1,9.783355408E0
3.329701062E1,1.080752563E-1,3.013233948E-1,9.775421906E0
3.330702462E1,1.035845947E-1,2.887495422E-1,9.780062256E0
3.331703763E1,1.076261902E-1,2.923420715E-1,9.766889648E0
3.332705062E1,1.128652954E-1,3.049159241E-1,9.764644318E0
3.333706462E1,1.161584473E-1,3.020718384E-1,9.773026886E0
3.334707762E1,1.023870850E-1,2.966830444E-1,9.767338715E0
3.335709162E1,1.050814819E-1,3.007246399E-1,9.760453033E0
3.336710462E1,9.250762939E-2,3.016227722E-1,9.774972839E0
3.337711762E1,1.035845947E-1,3.011737061E-1,9.769434357E0
3.338713162E1,1.175056458E-1,2.956352234E-1,9.782457275E0
3.339714462E1,1.103205872E-1,2.906954956E-1,9.768685913E0
3.340715762E1,1.116677856E-1,3.029699707E-1,9.765991516E0
3.341717162E1,1.127156067E-1,2.968327332E-1,9.780211945E0
3.342718463E1,1.167572021E-1,3.044668579E-1,9.770482178E0
3.343719762E1,1.148112488E-1,2.936892700E-1,9.773176575E0
3.344721162E1,1.115180969E-1,3.007246399E-1,9.770182800E0
3.345722462E1,1.068777466E-1,3.132984924E-1,9.776170349E0
3.346723762E1,1.089733887E-1,3.150947571E-1,9.773026886E0
3.347725162E1,1.181044006E-1,2.933898926E-1,9.770631866E0
3.348726462E1,1.092727661E-1,2.995271301E-1,9.772577820E0
3.349727762E1,1.100212097E-1,3.016227722E-1,9.776170349E0
3.350729162E1,1.155596924E-1,2.962339783E-1,9.755363617E0
3.351730462E1,1.026864624E-1,3.038681030E-1,9.781708832E0
3.352731763E1,1.184037781E-1,3.007246399E-1,9.779613190E0
3.353733163E1,1.080752563E-1,3.140469360E-1,9.768985291E0
3.354734462E1,1.034349060E-1,2.987786865E-1,9.775421906E0
3.355735762E1,1.019380188E-1,3.076103210E-1,9.775571594E0
3.356737162E1,1.073268127E-1,2.977308655E-1,9.770931244E0
3.357738462E1,1.086740112E-1,2.960842896E-1,9.764794006E0
3.358739762E1,1.145118713E-1,2.983296204E-1,9.781559143E0
3.359741162E1,1.037342834E-1,3.031196594E-1,9.761949921E0
3.360742462E1,1.116677856E-1,2.966830444E-1,9.765692139E0
3.361743762E1,9.699829102E-2,3.088078308E-1,9.774374084E0
3.362745162E1,1.068777466E-1,3.106040955E-1,9.771679688E0
3.363746463E1,1.035845947E-1,3.016227722E-1,9.777218170E0
3.364747762E1,1.122665405E-1,3.073109436E-1,9.770482178E0
3.365749162E1,1.149609375E-1,2.983296204E-1,9.785600739E0
3.366750462E1,1.058299255E-1,2.969824219E-1,9.774523773E0
3.367751762E1,1.127156067E-1,3.079096985E-1,9.773326263E0
3.368753162E1,1.166075134E-1,2.989283752E-1,9.772428131E0
3.369754462E1,1.025367737E-1,2.900967407E-1,9.779463501E0
3.370755862E1,1.086740112E-1,3.141966248E-1,9.780211945E0
3.371757162E1,1.213975525E-1,3.080593872E-1,9.767039337E0
3.372758462E1,1.124162292E-1,2.998265076E-1,9.779912567E0
3.373759862E1,1.134640503E-1,2.962339783E-1,9.774224396E0
3.374761163E1,1.112187195E-1,2.993774414E-1,9.768236847E0
3.375762462E1,1.176553345E-1,2.984793091E-1,9.773775330E0
3.376763862E1,1.110690308E-1,2.948867798E-1,9.764644318E0
3.377765162E1,1.130149841E-1,3.062631226E-1,9.767937469E0
3.378766462E1,1.047821045E-1,3.005749512E-1,9.772727509E0
3.379767862E1,1.140628052E-1,3.040177917E-1,9.770781555E0
3.380769162E1,1.146615601E-1,2.996768188E-1,9.767189026E0
3.381770462E1,9.430389404E-2,2.975811768E-1,9.774673462E0
3.382771862E1,1.074765015E-1,2.990780640E-1,9.770781555E0
3.383773162E1,1.106199646E-1,2.933898926E-1,9.777367859E0
3.384774463E1,1.172062683E-1,3.031196594E-1,9.762848053E0
3.385775863E1,1.079255676E-1,2.993774414E-1,9.764943695E0
3.386777162E1,1.008901978E-1,2.902464294E-1,9.769883423E0
3.387778462E1,1.038839722E-1,2.945874023E-1,9.783954163E0
3.388779862E1,9.400451660E-2,3.073109436E-1,9.770332489E0
3.389781162E1,1.158590698E-1,2.990780640E-1,9.774823151E0
3.390782404E1,1.017883301E-1,3.110531616E-1,9.781259766E0
