"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.566473512E1,-2.907975577E-4,2.469583414E-4,-8.705048822E-5
4.567474812E1,-6.625745445E-4,8.171412628E-4,-1.927295001E-3
4.568476112E1,-1.112303697E-3,-1.328335376E-3,-1.243137056E-3
4.569477512E1,2.222061157E-4,-1.665225020E-3,-2.969161142E-4
4.570478813E1,7.043546066E-5,-8.837373462E-4,1.028026687E-3
4.571480112E1,1.780269668E-4,-5.164875183E-4,7.132410537E-4
4.572481512E1,-2.669310197E-5,2.049657051E-4,-6.597694010E-4
4.573482812E1,1.027365215E-4,-6.960611790E-5,7.887240499E-4
4.574484112E1,-9.638965130E-4,-1.321647083E-3,3.137825988E-4
4.575485512E1,-8.994480595E-4,3.151313867E-4,2.959393896E-4
4.576486812E1,7.871608250E-4,1.432325225E-4,6.351945922E-4
4.577488112E1,6.702481769E-4,-1.865589758E-3,-7.541764062E-4
4.578489512E1,4.606908187E-4,-1.359620830E-3,-2.279296285E-3
4.579490812E1,8.252216503E-5,-5.604063626E-4,3.622933291E-4
4.580492113E1,-9.279092774E-5,-8.741577622E-4,-8.408580907E-4
4.581493513E1,-4.672314972E-4,-8.826798294E-4,1.562295947E-4
4.582494812E1,1.624324359E-4,7.813260891E-4,1.290990040E-4
4.583496112E1,4.910663702E-4,8.260670584E-4,5.650583189E-4
4.584497512E1,-2.393149771E-4,4.354449920E-4,-5.441624671E-5
4.585498812E1,-2.547609620E-4,-2.378020436E-4,-5.516284145E-4
4.586500112E1,8.833231404E-4,-4.138513468E-4,-2.352329902E-4
4.587501512E1,5.970331840E-4,-5.110567436E-4,4.732818343E-5
4.588502812E1,-8.415649645E-4,5.201047752E-4,9.241397493E-5
4.589504112E1,8.663199842E-4,-3.677932546E-4,-4.708445631E-4
4.590505512E1,-6.934572011E-4,-7.756173145E-4,5.253332201E-4
4.591506867E1,-4.716156982E-4,9.216153994E-4,1.018017996E-3
4.592508167E1,9.383037686E-4,3.037818242E-4,5.132635124E-5
4.593509567E1,5.761138164E-4,-4.991614260E-4,-1.235779375E-3
4.594510867E1,-2.925135195E-4,6.765106227E-4,1.456813887E-3
4.595512167E1,6.244126707E-4,-8.595222607E-5,-5.884938873E-4
4.596513567E1,8.088778704E-4,2.731319983E-4,-3.936463036E-4
4.597514867E1,-7.914155722E-4,-1.086944249E-3,-1.241330057E-3
4.598516167E1,8.368683048E-4,6.821728311E-5,-5.542873405E-4
4.599517567E1,1.026345417E-4,1.519107493E-3,-2.291155979E-4
4.600518867E1,2.287691459E-4,-1.166982111E-4,-7.533803582E-4
4.601520167E1,1.718275249E-3,3.669969738E-5,7.265384775E-4
4.602521567E1,-3.336211666E-4,4.923192319E-4,-8.092066273E-4
4.603522867E1,1.004350837E-3,5.631593522E-4,2.142461017E-4
4.604524167E1,1.046056859E-4,9.497785941E-4,-1.182220876E-5
4.605525567E1,-1.002470497E-3,-3.410554491E-4,6.824638695E-4
4.606526867E1,-7.116911002E-4,9.774379432E-4,-7.152655162E-4
4.607528167E1,-1.228876878E-3,-3.749271855E-5,6.549307145E-4
4.608529567E1,4.074191675E-4,-1.409285469E-3,-1.577079762E-3
4.609530867E1,-2.423920669E-4,7.116561756E-4,-3.954353742E-4
4.610532167E1,-2.527055331E-4,-5.049535539E-4,1.730693039E-4
4.611533567E1,-6.290106103E-4,-1.342415344E-4,2.841232345E-4
4.612534867E1,-6.545083597E-4,-7.651466876E-4,9.303237312E-5
4.613536167E1,-6.784768775E-4,-3.020227887E-4,-4.696934484E-4
4.614537567E1,-1.306319609E-3,3.988095559E-4,2.110791393E-4
4.615538867E1,-5.382639356E-4,-4.371567629E-4,6.449080538E-4
4.616540167E1,-7.380624302E-4,-6.335251965E-4,-5.402886309E-4
4.617541567E1,-2.895863727E-4,-9.512403049E-4,-2.777008340E-4
4.618542867E1,1.338912640E-3,2.226715442E-4,7.675923407E-4
4.619544167E1,3.362325951E-4,-9.658972267E-4,-1.076380257E-3
4.620545567E1,-8.122562431E-4,-1.934389584E-4,1.406028867E-3
4.621546867E1,-2.928683534E-5,-1.056303270E-3,-2.515227534E-4
4.622548167E1,6.765173748E-4,6.316865329E-4,5.224610213E-4
4.623549567E1,9.577474557E-4,-1.022804063E-4,-9.739692323E-4
4.624550867E1,1.810155809E-4,1.683358569E-4,-8.796257898E-4
4.625552167E1,2.904711291E-4,-4.130324814E-4,-1.335292589E-3
4.626553567E1,-4.579205997E-4,7.095527835E-4,9.319945239E-4
4.627554867E1,4.973555915E-4,1.019811258E-3,-4.192935303E-4
4.628556167E1,-1.148609444E-4,5.736974999E-4,2.369261347E-4
4.629557567E1,-1.312792301E-5,1.531844027E-4,-5.188789219E-4
4.630558867E1,2.872897312E-5,4.453849979E-4,8.754157461E-4
4.631560167E1,-1.117228996E-3,-2.839136869E-5,-4.108911380E-4
4.632561567E1,1.450176351E-4,-5.585085601E-4,-4.648217000E-4
4.633562867E1,5.503506400E-4,5.469697062E-4,-8.693556301E-4
4.634564167E1,7.287426852E-4,-2.776887268E-4,-7.336977869E-4
4.635565567E1,9.777480736E-4,6.118072197E-4,-1.885485835E-4
4.636566867E1,-9.664082900E-4,9.845206514E-4,-4.958519712E-4
4.637568167E1,1.627719030E-4,-4.914032761E-4,-6.300751120E-4
4.638569567E1,8.506607264E-5,-4.961434752E-4,-7.951115258E-4
4.639570867E1,1.219040249E-3,-4.247706383E-4,-1.112120226E-4
4.640572167E1,9.083691984E-4,-2.129212953E-4,-1.695789397E-4
4.641573567E1,-4.732785746E-4,4.834954161E-4,7.550707087E-4
4.642574867E1,4.009343684E-6,1.405254006E-4,-8.967290632E-4
4.643576167E1,7.747281343E-4,4.249510821E-4,-5.350718275E-4
4.644577567E1,-1.113750506E-3,-6.168032996E-5,-1.224350184E-3
4.645578867E1,8.010626771E-4,-1.294445246E-5,1.024156809E-3
4.646580167E1,-1.245943829E-3,5.233718548E-4,8.100096602E-4
4.647581567E1,-1.748204231E-4,-6.958234590E-4,4.259818234E-4
4.648582867E1,5.187760107E-4,3.873438109E-4,-1.886989921E-4
4.649584167E1,-2.048048191E-4,-1.318943454E-3,-7.889755070E-4
4.650585567E1,8.610105142E-4,1.640177798E-3,-2.029212192E-4
4.651586867E1,-5.597858690E-4,-6.158207543E-5,-1.160860062E-3
4.652588167E1,-1.339778304E-3,-3.337888047E-4,2.447690349E-4
4.653589567E1,-5.341717042E-4,2.454486676E-4,2.000278328E-4
4.654590867E1,1.460439526E-4,-4.064911045E-4,-9.784651920E-4
4.655592167E1,-9.399927221E-4,2.592988312E-4,6.830808707E-4
4.656593567E1,-1.175474841E-3,-1.328299753E-3,-1.095859334E-3
4.657594867E1,-9.464430623E-4,-1.746183261E-4,9.747482836E-4
4.658596167E1,2.631573007E-4,-7.856360171E-4,-3.646085970E-4
4.659597567E1,1.654191874E-4,1.981356181E-4,5.909337196E-4
4.660598867E1,-4.256330431E-5,-7.497863844E-4,-1.405335031E-3
4.661600167E1,9.907432832E-4,-2.094311640E-4,-2.190967556E-3
4.662601567E1,-2.177292481E-4,-3.142217174E-4,-7.045920938E-5
4.663602867E1,6.611137651E-4,-1.054299064E-4,-7.748650387E-4
4.664604167E1,9.449524805E-4,-6.195232272E-4,1.058909344E-3
4.665605567E1,3.092559054E-4,-3.870292567E-4,6.586362142E-4
4.666606867E1,-1.332919113E-3,7.670884952E-4,8.882936090E-4
4.667608167E1,2.356828190E-4,4.770702217E-4,-7.428922690E-4
4.668609567E1,-4.323162138E-4,1.105499920E-3,-5.243327469E-4
4.669610867E1,3.855405375E-4,-1.274300506E-3,-1.128744334E-4
4.670612167E1,8.955863304E-4,-6.621011999E-4,1.827252563E-4
4.671613567E1,-5.992460065E-4,4.827918019E-4,-1.991721801E-4
4.672614867E1,-3.034458496E-4,-6.871842779E-4,5.230638199E-4
4.673616167E1,-2.270131372E-4,-6.131483242E-4,-5.986597389E-4
4.674617567E1,-1.178872772E-4,-7.181568071E-5,4.896512255E-4
4.675618867E1,-2.217502333E-4,5.921102129E-4,3.240024671E-4
4.676620167E1,9.867013432E-4,1.426571049E-3,4.160471726E-4
4.677621567E1,-1.031974796E-3,-1.042140648E-4,1.008866820E-3
4.678622867E1,6.292657927E-4,-7.082473021E-4,-8.014729246E-4
4.679624167E1,-1.995102502E-4,2.502242569E-4,-2.898797393E-4
4.680625567E1,1.543192193E-4,7.458399050E-4,-1.050433610E-3
4.681626867E1,6.280955859E-4,2.334476449E-4,-6.269910373E-4
4.682628167E1,-1.725824550E-4,-1.618346665E-3,-2.554571256E-5
4.683629567E1,5.869511515E-4,-6.822454743E-4,1.551045338E-3
4.684630867E1,2.416232601E-4,5.243518390E-4,1.502735540E-5
4.685632167E1,1.012342051E-3,6.010509096E-4,-1.668356825E-3
4.686633567E1,4.100287333E-4,5.301870406E-4,1.816158183E-4
4.687634867E1,9.391177446E-5,2.936983947E-4,2.434011549E-4
4.688636167E1,4.989095032E-4,1.430565258E-3,5.894077476E-4
4.689637567E1,-4.345285706E-4,1.423641108E-3,-2.300469205E-4
4.690638867E1,2.554925159E-4,-2.826820128E-4,2.074637450E-4
4.691640092E1,1.004107296E-3,3.000176512E-4,6.085357163E-4
4.692641492E1,8.375905454E-4,-7.533826865E-4,-1.827534288E-4
4.693642792E1,1.300448086E-3,-1.701852307E-5,1.881462755E-3
4.694644092E1,1.372443512E-5,-1.111807302E-3,2.155224793E-4
4.695645492E1,4.483521916E-4,8.128862828E-5,-1.509140711E-3
4.696646792E1,-4.330184311E-5,-8.559091948E-4,-5.596755072E-4
4.697648092E1,-2.560880966E-4,-4.649572074E-4,-1.692306250E-5
4.698649492E1,5.390411243E-4,6.819239352E-4,3.851035144E-4
4.699650792E1,2.125375904E-4,-3.130331170E-4,-2.785562538E-4
4.700652092E1,2.190899104E-4,-1.530073816E-3,2.652704716E-4
4.701653492E1,-3.545549698E-4,-1.793184783E-4,-9.952038527E-4
4.702654792E1,4.067784175E-5,-4.002999049E-4,1.938458066E-3
4.703656092E1,1.501338556E-4,4.545745905E-4,7.610747125E-4
4.704657492E1,9.776395746E-4,-5.124551244E-4,8.418234065E-4
4.705658792E1,1.701693982E-4,5.570703652E-4,1.412006095E-3
4.706660092E1,4.693451338E-4,1.271046465E-3,-1.782289706E-3
4.707661492E1,5.761380307E-4,-6.259230431E-4,4.872563295E-4
4.708662792E1,2.090088092E-4,-4.475491587E-4,1.811667811E-3
4.709664092E1,-2.117706463E-4,2.336874604E-4,3.687671851E-4
4.710665492E1,-1.378920395E-3,1.188974595E-3,-5.718762986E-4
4.711666792E1,-1.256368123E-4,2.410775051E-5,8.284135256E-4
4.712668092E1,1.559834927E-4,-1.147016883E-5,-1.534678508E-3
4.713669492E1,1.847455278E-4,-2.189304214E-4,-4.198793322E-4
4.714670792E1,-5.027842708E-4,1.996110659E-4,7.517063059E-4
4.715672092E1,3.542210907E-4,1.671204809E-4,-9.862729348E-4
4.716673492E1,8.496879600E-4,2.324043307E-4,2.018797677E-4
4.717674792E1,8.094743825E-4,1.735484693E-4,-2.543199807E-4
4.718676092E1,-6.824266165E-6,6.760377437E-5,-1.299677882E-3
4.719677492E1,-7.714182138E-4,-1.099659596E-3,-9.342920966E-4
4.720678792E1,-4.209405743E-4,9.856652468E-6,-8.493522182E-5
4.721680092E1,8.070426993E-4,1.636515372E-3,6.144866347E-6
4.722681492E1,-1.305686310E-4,6.149988621E-6,2.046307083E-3
4.723682792E1,-1.173994970E-3,3.046903294E-4,2.159166615E-4
4.724684092E1,7.146922871E-5,1.104897819E-4,-2.209530212E-4
4.725685392E1,4.368550144E-4,-1.574240159E-4,1.300515141E-4
4.726686792E1,-2.343971282E-4,-1.119589899E-3,8.743791841E-4
4.727688092E1,-7.393322885E-4,1.940648421E-3,-2.436158247E-4
4.728689492E1,4.637939855E-5,-5.762733053E-4,-4.504346289E-4
4.729690792E1,5.302759819E-4,6.897936109E-4,1.141070388E-3
4.730692092E1,-8.938224055E-4,-4.978287034E-4,1.104590949E-3
4.731693492E1,5.692616105E-5,5.744025111E-5,7.378738374E-4
4.732694792E1,1.486344263E-4,-2.905703150E-4,4.783601034E-4
4.733696092E1,-1.390406396E-3,9.025258478E-4,-8.569750935E-5
4.734697392E1,-1.745382324E-4,-7.521389052E-4,-3.801397979E-4
4.735698792E1,-2.941144630E-4,1.653760672E-3,-9.886720218E-4
4.736700092E1,3.122212365E-4,9.978446178E-5,-2.654460259E-4
4.737701492E1,8.126292378E-4,-7.420408074E-4,-1.860838383E-4
4.738702792E1,-6.031612866E-4,-3.239815123E-5,2.653524280E-4
4.739704092E1,-1.012222841E-3,-1.118435292E-3,1.884288155E-3
4.740705492E1,2.382160164E-4,4.166031722E-4,1.860461198E-4
4.741706792E1,5.039991811E-4,-7.037885953E-4,-5.077072419E-4
4.742708092E1,-3.971285187E-4,2.699547913E-4,8.476320654E-4
4.743709392E1,-8.101155981E-5,-8.552309591E-4,1.062549185E-3
4.744710792E1,5.296631716E-4,6.807246245E-4,-7.194103673E-4
4.745712092E1,3.919773735E-4,-1.986511052E-4,-1.021412667E-3
4.746713392E1,1.133102924E-4,5.858198274E-4,-9.977924637E-4
4.747714792E1,-3.335997462E-6,-1.588917570E-3,2.946394961E-4
4.748716092E1,-8.674776182E-4,-2.931938507E-4,3.734177444E-4
4.749717492E1,7.362780161E-4,2.394383773E-4,-6.383173168E-4
4.750718792E1,5.164179020E-4,-1.094098436E-3,1.460631844E-3
4.751720092E1,-1.793341478E-3,2.252317499E-4,7.543615066E-4
4.752721392E1,4.815529101E-4,1.034128945E-4,4.584842827E-4
4.753722792E1,1.133760903E-3,-3.912486136E-6,1.033993205E-3
4.754724092E1,2.268133685E-4,9.094816633E-4,-3.812974319E-4
4.755725392E1,4.305550829E-5,6.325128488E-4,2.133867238E-4
4.756726792E1,-2.496498637E-4,-2.933461219E-4,-4.133689217E-4
4.757728092E1,3.242613748E-4,3.093273845E-4,1.818477176E-4
4.758729392E1,-1.275554299E-3,6.087119691E-4,-1.466716640E-4
4.759730792E1,-2.415920142E-3,-5.692041013E-4,-9.408267215E-4
4.760732092E1,-2.309135161E-4,-1.058662310E-4,-3.682281822E-4
4.761733392E1,-1.025493257E-4,-1.851469278E-5,-9.927391075E-4
4.762734792E1,-1.112502068E-4,3.004106693E-4,-2.638860606E-4
4.763736092E1,-7.818341255E-4,-2.390705049E-6,-6.287391298E-4
4.764737392E1,-4.123067483E-4,-2.044001594E-4,6.737401709E-4
4.765738792E1,-4.772879183E-4,-1.090433681E-3,-1.625100616E-3
4.766740092E1,5.821166560E-4,-3.739586100E-4,-5.108844489E-4
4.767741392E1,1.202899963E-3,1.055093482E-3,7.876728196E-4
4.768742792E1,6.633638404E-4,2.338590566E-4,2.743632067E-4
4.769744092E1,4.428541288E-4,5.201490130E-4,-6.252666935E-5
4.770745392E1,-2.303896472E-4,5.255248398E-4,-5.348646082E-4
4.771746792E1,-4.671448842E-4,3.763358109E-5,-9.570922703E-5
4.772748092E1,-5.708648823E-4,-9.675759356E-4,-1.002184581E-3
4.773749392E1,1.118378248E-3,-8.703705389E-4,-1.012038440E-3
4.774750792E1,-1.043827739E-3,-9.536682628E-4,6.364649162E-4
4.775752092E1,-1.031310763E-3,-1.033211593E-4,1.712106168E-4
4.776753392E1,-2.469867468E-5,4.960852675E-5,3.311824985E-4
4.777754792E1,-9.845020249E-4,-4.814257845E-4,7.753977552E-4
4.778756092E1,1.008066349E-3,-9.506100323E-4,5.907176528E-4
4.779757492E1,-1.169600524E-3,-4.504683893E-4,9.555707220E-4
4.780758792E1,-6.799697876E-4,9.716306813E-4,-4.826420918E-4
4.781760092E1,-1.122321002E-3,-6.973722484E-4,-5.014473572E-5
4.782761392E1,5.758134648E-5,-1.795361284E-3,-1.230324153E-3
4.783762792E1,-7.648025639E-4,4.986855201E-4,-2.417587675E-4
4.784764092E1,-1.639784314E-4,4.301061854E-4,2.506421879E-5
4.785765392E1,-8.092625067E-4,1.478060149E-3,2.432561712E-3
4.786766792E1,1.901946962E-5,-1.460713102E-3,-4.122951068E-4
4.787768092E1,-4.856493324E-4,7.358624134E-4,6.321966648E-4
4.788769392E1,2.610734664E-4,-1.001087483E-3,-4.099216312E-5
4.789770792E1,-8.939858526E-5,4.753691610E-4,-1.176297665E-3
4.790772092E1,-1.583667472E-4,-1.059450209E-3,-7.107085548E-4
4.791773450E1,-2.294732258E-4,-2.360006329E-4,2.040874679E-4
4.792774850E1,4.111980088E-4,4.779337905E-4,-3.314912319E-4
4.793776150E1,2.002753317E-4,-7.121008821E-5,1.158014638E-3
4.794777450E1,-3.690756857E-4,-6.961941253E-4,-1.439191401E-4
4.795778850E1,-9.397137910E-5,-8.846097626E-5,-2.690879628E-4
4.796780150E1,-9.940927848E-4,-7.615080103E-4,-1.064271200E-3
4.797781450E1,-1.655835658E-4,8.038980886E-4,-6.482857279E-4
4.798782850E1,-6.017172709E-4,4.897788167E-4,-1.155502163E-3
4.799784150E1,1.184018329E-4,-4.135654308E-4,-1.917965245E-3
4.800785450E1,4.347213544E-4,1.423979877E-3,3.879412543E-4
4.801786850E1,2.986337058E-4,-2.689918038E-4,-1.633332577E-4
4.802788150E1,7.274639793E-4,7.727360353E-4,1.189702889E-3
4.803789450E1,-1.506928355E-3,2.246575896E-4,7.225843146E-4
4.804790850E1,-1.213820651E-4,-1.410979312E-4,-4.269536585E-4
4.805792150E1,-2.753129229E-4,4.607765004E-4,-5.358769558E-4
4.806793450E1,-3.448859788E-4,1.441158820E-4,5.765478127E-4
4.807794850E1,3.677755594E-4,3.081664909E-4,9.190302808E-4
4.808796150E1,9.145005606E-4,7.742163725E-4,1.821356127E-3
4.809797450E1,1.115631312E-5,-6.796030793E-4,-7.917378098E-4
4.810798850E1,7.622791454E-4,2.912315540E-5,-1.390195917E-3
4.811800150E1,1.187319867E-3,-5.522449501E-4,-1.829848625E-4
4.812801450E1,5.220808089E-5,9.920541197E-4,3.712612670E-4
4.813802850E1,1.237581018E-3,-1.179515384E-4,4.463624209E-4
4.814804150E1,6.380118430E-5,-2.297076862E-4,-5.480560940E-4
4.815805450E1,-1.629170496E-3,1.798863523E-4,1.127604861E-3
4.816806850E1,1.938716974E-3,1.255046809E-3,-2.807723358E-4
4.817808150E1,3.789039329E-4,-9.673612658E-4,4.164432175E-4
4.818809450E1,-1.174652483E-3,1.024450874E-3,-1.522421371E-4
4.819810850E1,-8.745142259E-4,-1.468534116E-3,1.252841670E-3
4.820812150E1,3.209034912E-4,7.755355909E-6,-3.172212746E-4
4.821813450E1,1.007466577E-3,2.357219346E-4,1.380941831E-5
4.822814850E1,-3.712908365E-4,2.244007774E-4,1.051070169E-3
4.823816150E1,-1.228181645E-4,-5.069032777E-4,-6.325801369E-4
4.824817450E1,1.075747423E-4,-5.347498227E-4,6.158493925E-4
4.825818850E1,1.611039042E-4,5.579453427E-4,-4.925581161E-4
4.826820150E1,-5.376059562E-5,-1.002315897E-3,5.074648652E-4
4.827821450E1,-2.838578075E-4,-1.559449360E-3,-1.137836138E-3
4.828822850E1,-1.444704831E-4,3.246606793E-4,-5.085777957E-4
4.829824150E1,6.805770099E-4,1.750517054E-3,-5.083114374E-4
4.830825450E1,1.146592200E-3,8.181233425E-4,8.565715980E-4
4.831826850E1,-5.935174413E-4,-5.888249725E-4,-3.549004905E-4
4.832828150E1,-1.064850017E-3,8.767237887E-5,6.845851894E-4
4.833829450E1,2.086739987E-4,9.470744990E-4,3.069490194E-4
4.834830850E1,-4.411004484E-4,4.033208825E-4,1.929528080E-4
4.835832150E1,3.818161786E-4,-8.944373112E-4,-7.431481499E-4
4.836833450E1,-1.055502333E-3,-7.064249367E-4,1.603707206E-4
4.837834850E1,-2.626790665E-4,-2.494263463E-4,6.772903726E-4
4.838836150E1,1.321253367E-3,-1.238838304E-4,1.621107105E-3
4.839837450E1,-1.998909516E-3,5.890442990E-4,2.960208803E-5
4.840838850E1,-3.963457420E-4,2.311111894E-4,-3.350391053E-4
4.841840150E1,2.390844747E-4,-5.755601451E-4,-6.362427957E-4
4.842841450E1,-1.725172624E-4,1.014505746E-3,4.692808725E-4
4.843842850E1,-4.500187933E-4,-6.758028176E-4,7.886160165E-5
4.844844150E1,5.779140629E-4,-8.201377932E-4,-1.914892346E-4
4.845845450E1,1.712492667E-4,3.663003445E-4,-3.510126844E-4
4.846846850E1,-1.918636262E-4,8.119414560E-4,4.068838898E-4
4.847848150E1,-6.935838610E-5,3.333713394E-4,4.401733167E-4
4.848849450E1,4.240213893E-4,-1.121136826E-3,3.280988894E-4
4.849850850E1,9.521264583E-4,3.715651110E-4,-9.134877473E-5
4.850852150E1,4.967669956E-4,-7.578074001E-4,8.663202170E-4
4.851853450E1,-4.425300285E-4,1.162420958E-4,-3.315696958E-4
4.852854850E1,4.391698167E-4,8.351518773E-5,-5.403659306E-4
4.853856150E1,-1.600412652E-4,-9.543187916E-4,1.324645709E-3
4.854857450E1,-5.890731700E-4,7.775959093E-4,7.752650417E-4
4.855858850E1,-3.962600604E-4,7.152778562E-4,-4.692301154E-4
4.856860150E1,-5.158567801E-4,-2.024871996E-3,1.538947690E-4
4.857861450E1,8.631278761E-4,-1.561318059E-4,6.929184310E-4
4.858862850E1,-1.825573854E-4,-2.657889854E-4,-5.600037985E-4
4.859864150E1,6.970847026E-4,-3.821693826E-4,1.611802727E-4
4.860865450E1,-1.138751395E-4,6.817854010E-4,4.372089170E-4
4.861866850E1,1.298040152E-4,5.598124117E-4,2.049813047E-4
4.862868150E1,-4.417421296E-4,5.516409874E-5,9.633956943E-4
4.863869450E1,-3.674398176E-4,1.026152633E-3,3.114538267E-4
4.864870850E1,-4.044501111E-5,-1.096511260E-3,2.047040034E-4
4.865872150E1,-6.436510012E-4,-1.576412935E-3,-1.109033357E-3
4.866873450E1,2.200142480E-4,-3.044607583E-4,-2.284231596E-4
4.867874850E1,-8.172169328E-5,1.005015336E-3,-3.772941418E-4
4.868876150E1,-2.040308900E-4,-2.299016342E-3,-2.061147243E-4
4.869877450E1,1.325928606E-4,-1.394590363E-4,-1.042347401E-3
4.870878850E1,6.555351429E-4,-1.788407099E-4,1.002485398E-3
4.871880150E1,6.805690937E-4,1.107998658E-3,-5.432132166E-4
4.872881450E1,2.563055605E-4,1.300231088E-4,1.034979010E-3
4.873882850E1,-7.509016432E-4,-8.662655018E-4,-2.238969319E-4
4.874884150E1,2.847099677E-5,-5.696329754E-4,3.001859877E-4
4.875885450E1,1.307362691E-4,7.363813929E-4,-9.405806195E-4
4.876886850E1,2.399091609E-4,4.652519710E-4,-2.559321001E-5
4.877888150E1,6.200978532E-5,3.674929030E-5,-1.174467616E-5
4.878889450E1,-2.264422365E-4,-1.363581978E-4,-7.457560860E-4
4.879890850E1,-1.295031980E-4,-6.711576134E-5,1.967363060E-4
4.880892150E1,-6.593656726E-4,5.007325672E-5,1.240091631E-3
4.881893450E1,1.348125283E-3,-5.834929179E-4,-1.452896744E-3
4.882894850E1,-6.385887973E-4,1.032326836E-4,7.710903883E-4
4.883896150E1,7.308083586E-4,-8.174222894E-4,-7.887231186E-4
4.884897450E1,4.629599862E-4,3.229726572E-4,-7.556034252E-4
4.885898850E1,2.491078340E-4,-6.783760618E-4,2.500060946E-4
4.886900150E1,3.322330303E-4,1.479941420E-4,-1.145597082E-3
4.887901450E1,9.521190077E-5,-1.271204324E-3,-3.549046814E-4
4.888902850E1,5.944273435E-4,1.027567778E-3,-1.372589730E-3
4.889904150E1,-1.284965780E-3,1.133044716E-4,1.268733293E-3
4.890905450E1,4.756264389E-5,2.537115943E-4,-1.850266475E-3
4.891906892E1,6.414474919E-4,-5.316548049E-4,-3.738095984E-4
4.892908192E1,3.123334609E-4,-1.284168800E-3,5.839916412E-4
4.893909492E1,6.790510379E-4,-1.480642240E-4,3.138580360E-5
4.894910892E1,2.085268497E-4,-1.377039356E-3,1.171532786E-3
4.895912192E1,6.072176620E-5,4.011534620E-4,2.913579810E-4
4.896913492E1,-5.889763124E-4,1.483035740E-4,-9.888962377E-4
4.897914892E1,-4.054843448E-4,1.344861928E-3,2.872904297E-4
4.898916192E1,3.235000186E-4,2.090824768E-3,-1.396811800E-3
4.899917492E1,-2.603047527E-3,2.156931441E-4,-6.583172362E-4
4.900918892E1,-9.195469320E-4,9.234000463E-4,-1.183184795E-4
4.901920192E1,8.879406378E-4,3.620057832E-4,5.551951472E-4
4.902921492E1,-7.290621288E-4,1.279662829E-4,-3.297741059E-4
4.903922892E1,-5.868491717E-4,-7.277072873E-4,4.420101177E-4
4.904924192E1,-1.157888677E-3,-1.103451476E-3,-1.143166795E-3
4.905925492E1,-7.238425314E-5,3.478373401E-5,8.348515257E-5
4.906926892E1,5.357149057E-4,-1.480822219E-3,-7.657776587E-4
4.907928192E1,-1.339949202E-3,-2.656218130E-4,-2.749571577E-4
4.908929492E1,7.864520885E-4,-6.955412682E-4,-6.955207791E-4
4.909930892E1,-7.561314851E-5,-6.784971338E-4,-1.900529023E-4
4.910932192E1,-5.428069271E-4,-8.488488384E-4,-2.514380030E-4
4.911933492E1,1.164812129E-3,-6.667803973E-5,-3.156200983E-4
4.912934892E1,-1.220161095E-3,2.228138037E-4,-1.023674849E-3
4.913936192E1,5.788961425E-5,4.979183432E-4,-3.666728735E-4
4.914937492E1,-1.216531731E-3,-1.123626716E-4,4.484097008E-4
4.915938892E1,2.079932019E-4,3.800559789E-4,-5.452155601E-4
4.916940192E1,3.847670741E-4,8.015593048E-4,6.193935405E-4
4.917941492E1,1.246565953E-3,-3.918032162E-4,-1.898891758E-3
4.918942892E1,-1.513957512E-3,-6.205267273E-4,-9.979505558E-4
4.919944192E1,9.217695333E-4,2.596478444E-4,3.453476820E-4
4.920945492E1,-6.319722161E-5,4.985316191E-4,6.282213144E-4
4.921946892E1,-9.103487246E-4,-9.451678488E-4,1.363356132E-4
4.922948192E1,-9.978734888E-4,1.212431118E-3,-1.131016761E-3
4.923949492E1,4.474241287E-4,2.536932006E-4,1.225880580E-3
4.924950892E1,-1.670313068E-4,8.495610673E-4,1.205259236E-3
4.925952192E1,8.124792948E-4,-8.031968027E-4,-1.387860626E-3
4.926953492E1,-2.173580462E-3,-9.974837303E-5,-2.889819443E-4
4.927954892E1,6.238040514E-4,1.476842910E-3,1.106248237E-3
4.928956192E1,4.090811126E-4,1.748676877E-4,-3.225021064E-4
4.929957492E1,-4.665660672E-4,7.652903441E-4,8.189287037E-4
4.930958892E1,-5.833348259E-4,-7.108752616E-4,-3.900434822E-4
4.931960192E1,-5.439198576E-4,7.852888666E-4,-1.114769839E-4
4.932961492E1,-6.642937660E-5,-3.531801049E-4,1.470846590E-3
4.933962892E1,-1.279483549E-4,-7.061869837E-5,-1.680627465E-4
4.934964192E1,-1.091729850E-3,1.166202128E-5,-5.539525300E-4
4.935965492E1,-1.790809678E-3,6.335787475E-6,1.688294578E-4
4.936966892E1,-1.031504013E-3,1.385290176E-3,-1.505760476E-3
4.937968192E1,6.278883666E-5,1.655600965E-3,-3.044083714E-4
4.938969492E1,9.837984107E-4,-2.294866834E-3,7.283596788E-4
4.939970892E1,-7.025152445E-4,-3.915056586E-4,3.114389256E-5
4.940972192E1,-4.517436028E-4,-1.057236921E-3,-2.535348758E-4
4.941973492E1,2.888813615E-4,4.341332242E-4,-3.193146549E-4
4.942974892E1,-3.486871719E-6,9.445543401E-5,6.262704264E-4
4.943976192E1,2.242135815E-4,6.513225380E-4,-2.389908768E-4
4.944977492E1,-1.313050278E-3,1.151527977E-3,-8.946587332E-4
4.945978892E1,-1.930637285E-3,1.315046102E-3,1.306976657E-3
4.946980192E1,-9.465995245E-4,6.487367209E-4,-3.908830695E-4
4.947981492E1,-4.129018635E-4,-2.852336038E-4,-9.016776457E-4
